"mzerozero"
0.00114112010525154
0.00160783161634057
0.0021656841386107
0.00305671261740136
0.00415156548669484
0.00557863798073035
0.00732964838546788
0.00938372477158595
0.0120187366541425
0.0150353801407564
0.0189949612041322
0.023748045216123
0.0292110634521835
0.035855244096625
0.0435940138131684
0.05290403557252
0.0638440109319615
0.0775002890226515
0.0929529867805062
0.113019587321943
0.137341407214073
0.167764425485294
0.201831365501955
0.242785469628383
0.292369019258451
0.348712843148834
0.424855798253512
0.519405929175045
0.634862956117639
0.768396237993947
0.949984843053155
1.1715039999517
1.44156634981629
1.7677703150876
2.14512814425049
2.59813285165889
3.13886093239222
3.82575241854455
4.46428228301948
5.35815600450836
6.4681061394571
8.09135092004997
10.2997113706554
12.8585477593202
15.8046543236426
19.8279062680124
24.5739692044462
30.8956607198155
22.7955190726104
2.5384318159798
0.0354154258342652
0.457248581297698
0.814274104138797
-0.865821513008601
-3.05659220369413
-1.96702550408994
-1.17031951277158
46.9420000152979
10.8364082447663
-71.6829411322256
71.557404092991
430.45703100459
-0.915019530694577
-307.347405624108
102.979868093884
